thread_id,start,end,minutes_seconds,duration
7777,26:53.4,07-02-2022 16:26:53.47,26:53.465,68
7778,26:53.5,07-02-2022 16:26:53.53,26:53.534,69
7779,26:53.5,07-02-2022 16:26:53.60,26:53.602,68
7780,26:53.6,07-02-2022 16:26:53.67,26:53.672,70
7781,26:53.7,07-02-2022 16:26:53.74,26:53.741,69
7782,26:53.7,07-02-2022 16:26:53.81,26:53.810,69
7783,26:53.8,07-02-2022 16:26:53.88,26:53.880,69
7784,26:53.9,07-02-2022 16:26:53.95,26:53.951,71
7785,26:54.0,07-02-2022 16:26:54.02,26:54.020,69
7786,26:54.0,07-02-2022 16:26:54.09,26:54.090,70
7787,26:54.1,07-02-2022 16:26:54.16,26:54.159,69
7788,26:54.2,07-02-2022 16:26:54.23,26:54.229,70
7789,26:54.2,07-02-2022 16:26:54.30,26:54.298,69
7790,26:54.3,07-02-2022 16:26:54.37,26:54.367,69
7791,26:54.4,07-02-2022 16:26:54.44,26:54.438,71
7792,26:54.4,07-02-2022 16:26:54.51,26:54.506,68
7793,26:54.5,07-02-2022 16:26:54.58,26:54.575,69
7794,26:54.6,07-02-2022 16:26:54.65,26:54.646,71
7795,26:54.6,07-02-2022 16:26:54.71,26:54.714,68
7796,26:54.7,07-02-2022 16:26:54.78,26:54.783,69
7797,26:54.8,07-02-2022 16:26:54.86,26:54.856,73
7798,26:54.9,07-02-2022 16:26:54.93,26:54.926,70
7799,26:54.9,07-02-2022 16:26:55.00,26:54.995,69
7800,26:55.0,07-02-2022 16:26:55.13,26:55.129,134
7801,26:55.1,07-02-2022 16:26:55.20,26:55.195,66
7802,26:55.2,07-02-2022 16:26:55.26,26:55.262,67
7803,26:55.3,07-02-2022 16:26:55.33,26:55.329,67
7804,26:55.3,07-02-2022 16:26:55.40,26:55.397,68
7805,26:55.4,07-02-2022 16:26:55.46,26:55.464,67
7806,26:55.5,07-02-2022 16:26:55.53,26:55.531,67
7807,26:55.5,07-02-2022 16:26:55.60,26:55.597,66
7808,26:55.6,07-02-2022 16:26:55.66,26:55.664,67
7809,26:55.7,07-02-2022 16:26:55.73,26:55.732,68
7810,26:55.7,07-02-2022 16:26:55.80,26:55.800,68
7811,26:55.8,07-02-2022 16:26:55.87,26:55.869,69
7812,26:55.9,07-02-2022 16:26:55.94,26:55.942,73
7813,26:55.9,07-02-2022 16:26:56.01,26:56.009,67
7814,26:56.0,07-02-2022 16:26:56.08,26:56.077,68
7815,26:56.1,07-02-2022 16:26:56.15,26:56.145,68
7816,26:56.1,07-02-2022 16:26:56.21,26:56.212,67
7817,26:56.2,07-02-2022 16:26:56.28,26:56.279,67
7818,26:56.3,07-02-2022 16:26:56.35,26:56.346,67
7819,26:56.3,07-02-2022 16:26:56.41,26:56.413,67
7820,26:56.4,07-02-2022 16:26:56.48,26:56.480,67
7821,26:56.5,07-02-2022 16:26:56.55,26:56.549,69
7822,26:56.5,07-02-2022 16:26:56.62,26:56.616,67
7823,26:56.6,07-02-2022 16:26:56.68,26:56.684,68
7824,26:56.7,07-02-2022 16:26:56.75,26:56.751,67
7825,26:56.8,07-02-2022 16:26:56.82,26:56.818,67
7826,26:56.8,07-02-2022 16:26:56.89,26:56.886,68
7827,26:56.9,07-02-2022 16:26:56.95,26:56.953,67
7828,26:57.0,07-02-2022 16:26:57.02,26:57.020,67
7829,26:57.0,07-02-2022 16:26:57.09,26:57.087,67
7830,26:57.1,07-02-2022 16:26:57.15,26:57.153,66
7831,26:57.2,07-02-2022 16:26:57.22,26:57.222,69
7832,26:57.2,07-02-2022 16:26:57.29,26:57.293,71
7833,26:57.3,07-02-2022 16:26:57.36,26:57.361,68
7834,26:57.4,07-02-2022 16:26:57.43,26:57.428,67
7835,26:57.4,07-02-2022 16:26:57.50,26:57.495,67
7836,26:57.5,07-02-2022 16:26:57.56,26:57.561,66
7837,26:57.6,07-02-2022 16:26:57.63,26:57.629,68
7838,26:57.6,07-02-2022 16:26:57.70,26:57.696,67
7839,26:57.7,07-02-2022 16:26:57.76,26:57.763,67
7840,26:57.8,07-02-2022 16:26:57.83,26:57.830,67
7841,26:57.8,07-02-2022 16:26:57.90,26:57.901,71
7842,26:57.9,07-02-2022 16:26:57.97,26:57.968,67
7843,26:58.0,07-02-2022 16:26:58.04,26:58.040,72
7844,26:58.0,07-02-2022 16:26:58.11,26:58.108,68
7845,26:58.1,07-02-2022 16:26:58.18,26:58.175,67
7846,26:58.2,07-02-2022 16:26:58.24,26:58.244,69
7847,26:58.2,07-02-2022 16:26:58.31,26:58.312,68
7848,26:58.3,07-02-2022 16:26:58.38,26:58.380,68
7849,26:58.4,07-02-2022 16:26:58.45,26:58.448,68
7850,26:58.4,07-02-2022 16:26:58.52,26:58.517,69
7851,26:58.5,07-02-2022 16:26:58.58,26:58.583,66
7852,26:58.6,07-02-2022 16:26:58.65,26:58.651,68
7853,26:58.7,07-02-2022 16:26:58.72,26:58.719,68
7854,26:58.7,07-02-2022 16:26:58.79,26:58.786,67
7855,26:58.8,07-02-2022 16:26:58.85,26:58.853,67
7856,26:58.9,07-02-2022 16:26:58.92,26:58.921,68
7857,26:58.9,07-02-2022 16:26:58.99,26:58.987,66
7858,26:59.0,07-02-2022 16:26:59.05,26:59.054,67
7859,26:59.1,07-02-2022 16:26:59.12,26:59.121,67
7860,26:59.1,07-02-2022 16:26:59.19,26:59.189,68
7861,26:59.2,07-02-2022 16:26:59.26,26:59.257,68
7862,26:59.3,07-02-2022 16:26:59.33,26:59.325,68
7863,26:59.3,07-02-2022 16:26:59.39,26:59.393,68
7864,26:59.4,07-02-2022 16:26:59.46,26:59.464,71
7865,26:59.5,07-02-2022 16:26:59.53,26:59.532,68
7866,26:59.5,07-02-2022 16:26:59.60,26:59.601,69
7867,26:59.6,07-02-2022 16:26:59.67,26:59.668,67
7868,26:59.7,07-02-2022 16:26:59.74,26:59.735,67
7869,26:59.7,07-02-2022 16:26:59.80,26:59.802,67
7870,26:59.8,07-02-2022 16:26:59.87,26:59.871,69
7871,26:59.9,07-02-2022 16:26:59.95,26:59.949,78
7872,26:59.9,07-02-2022 16:27:00.02,27:00.016,67
7873,27:00.0,07-02-2022 16:27:00.08,27:00.084,68
7874,27:00.1,07-02-2022 16:27:00.15,27:00.151,67
7875,27:00.2,07-02-2022 16:27:00.22,27:00.218,67
7876,27:00.2,07-02-2022 16:27:00.29,27:00.288,70
7877,27:00.3,07-02-2022 16:27:00.36,27:00.356,68
7878,27:00.4,07-02-2022 16:27:00.43,27:00.425,69
7879,27:00.4,07-02-2022 16:27:00.49,27:00.493,68
7880,27:00.5,07-02-2022 16:27:00.56,27:00.560,67
7881,27:00.6,07-02-2022 16:27:00.63,27:00.630,70
7882,27:00.6,07-02-2022 16:27:00.71,27:00.705,75
7883,27:00.7,07-02-2022 16:27:00.78,27:00.780,75
7884,27:00.8,07-02-2022 16:27:00.85,27:00.847,67
7885,27:00.8,07-02-2022 16:27:00.92,27:00.915,68
7886,27:00.9,07-02-2022 16:27:00.98,27:00.983,68
7887,27:01.0,07-02-2022 16:27:01.05,27:01.051,68
7888,27:01.1,07-02-2022 16:27:01.12,27:01.118,67
7889,27:01.1,07-02-2022 16:27:01.18,27:01.185,67
7890,27:01.2,07-02-2022 16:27:01.25,27:01.252,67
7891,27:01.3,07-02-2022 16:27:01.32,27:01.319,67
7892,27:01.3,07-02-2022 16:27:01.39,27:01.387,68
7893,27:01.4,07-02-2022 16:27:01.46,27:01.455,68
7894,27:01.5,07-02-2022 16:27:01.52,27:01.522,67
7895,27:01.5,07-02-2022 16:27:01.59,27:01.589,67
7896,27:01.6,07-02-2022 16:27:01.66,27:01.656,67
7897,27:01.7,07-02-2022 16:27:01.72,27:01.723,67
7898,27:01.7,07-02-2022 16:27:01.79,27:01.790,67
7899,27:01.8,07-02-2022 16:27:01.86,27:01.859,69
7900,27:01.9,07-02-2022 16:27:01.99,27:01.992,133
7901,27:02.0,07-02-2022 16:27:02.06,27:02.059,67
7902,27:02.1,07-02-2022 16:27:02.13,27:02.132,73
7903,27:02.1,07-02-2022 16:27:02.20,27:02.200,68
7904,27:02.2,07-02-2022 16:27:02.27,27:02.267,67
7905,27:02.3,07-02-2022 16:27:02.34,27:02.335,68
7906,27:02.3,07-02-2022 16:27:02.40,27:02.403,68
7907,27:02.4,07-02-2022 16:27:02.47,27:02.473,70
7908,27:02.5,07-02-2022 16:27:02.55,27:02.545,72
7909,27:02.5,07-02-2022 16:27:02.61,27:02.613,68
7910,27:02.6,07-02-2022 16:27:02.68,27:02.680,67
7911,27:02.7,07-02-2022 16:27:02.75,27:02.749,69
7912,27:02.7,07-02-2022 16:27:02.82,27:02.816,67
7913,27:02.8,07-02-2022 16:27:02.88,27:02.884,68
7914,27:02.9,07-02-2022 16:27:02.95,27:02.952,68
7915,27:03.0,07-02-2022 16:27:03.02,27:03.022,70
7916,27:03.0,07-02-2022 16:27:03.09,27:03.089,67
7917,27:03.1,07-02-2022 16:27:03.16,27:03.157,68
7918,27:03.2,07-02-2022 16:27:03.23,27:03.226,69
7919,27:03.2,07-02-2022 16:27:03.29,27:03.294,68
7920,27:03.3,07-02-2022 16:27:03.36,27:03.362,68
7921,27:03.4,07-02-2022 16:27:03.43,27:03.429,67
7922,27:03.4,07-02-2022 16:27:03.50,27:03.500,71
7923,27:03.5,07-02-2022 16:27:03.57,27:03.567,67
7924,27:03.6,07-02-2022 16:27:03.63,27:03.634,67
7925,27:03.6,07-02-2022 16:27:03.70,27:03.702,68
7926,27:03.7,07-02-2022 16:27:03.77,27:03.770,68
7927,27:03.8,07-02-2022 16:27:03.84,27:03.838,68
7928,27:03.8,07-02-2022 16:27:03.91,27:03.906,68
7929,27:03.9,07-02-2022 16:27:03.98,27:03.976,70
7930,27:04.0,07-02-2022 16:27:04.04,27:04.043,67
7931,27:04.0,07-02-2022 16:27:04.11,27:04.111,68
7932,27:04.1,07-02-2022 16:27:04.18,27:04.180,69
7933,27:04.2,07-02-2022 16:27:04.25,27:04.248,68
7934,27:04.2,07-02-2022 16:27:04.32,27:04.315,67
7935,27:04.3,07-02-2022 16:27:04.38,27:04.383,68
7936,27:04.4,07-02-2022 16:27:04.45,27:04.452,69
7937,27:04.5,07-02-2022 16:27:04.52,27:04.521,69
7938,27:04.5,07-02-2022 16:27:04.59,27:04.592,71
7939,27:04.6,07-02-2022 16:27:04.66,27:04.664,72
7940,27:04.7,07-02-2022 16:27:04.73,27:04.732,68
7941,27:04.7,07-02-2022 16:27:04.80,27:04.802,69
7942,27:04.8,07-02-2022 16:27:04.87,27:04.870,68
7943,27:04.9,07-02-2022 16:27:04.94,27:04.938,68
7944,27:04.9,07-02-2022 16:27:05.01,27:05.006,68
7945,27:05.0,07-02-2022 16:27:05.07,27:05.074,68
7946,27:05.1,07-02-2022 16:27:05.14,27:05.141,67
7947,27:05.1,07-02-2022 16:27:05.21,27:05.208,67
7948,27:05.2,07-02-2022 16:27:05.28,27:05.277,69
7949,27:05.3,07-02-2022 16:27:05.34,27:05.344,67
7950,27:05.3,07-02-2022 16:27:05.41,27:05.412,68
7951,27:05.4,07-02-2022 16:27:05.48,27:05.479,67
7952,27:05.5,07-02-2022 16:27:05.55,27:05.547,68
7953,27:05.5,07-02-2022 16:27:05.61,27:05.613,66
7954,27:05.6,07-02-2022 16:27:05.68,27:05.683,70
7955,27:05.7,07-02-2022 16:27:05.75,27:05.750,67
7956,27:05.8,07-02-2022 16:27:05.82,27:05.818,68
7957,27:05.8,07-02-2022 16:27:05.89,27:05.886,68
7958,27:05.9,07-02-2022 16:27:05.96,27:05.955,69
7959,27:06.0,07-02-2022 16:27:06.02,27:06.022,67
7960,27:06.0,07-02-2022 16:27:06.09,27:06.091,69
7961,27:06.1,07-02-2022 16:27:06.16,27:06.159,68
7962,27:06.2,07-02-2022 16:27:06.23,27:06.227,68
7963,27:06.2,07-02-2022 16:27:06.30,27:06.295,68
7964,27:06.3,07-02-2022 16:27:06.36,27:06.363,68
7965,27:06.4,07-02-2022 16:27:06.43,27:06.431,68
7966,27:06.4,07-02-2022 16:27:06.50,27:06.498,67
7967,27:06.5,07-02-2022 16:27:06.57,27:06.566,67
7968,27:06.6,07-02-2022 16:27:06.63,27:06.634,68
7969,27:06.6,07-02-2022 16:27:06.70,27:06.702,68
7970,27:06.7,07-02-2022 16:27:06.77,27:06.769,67
7971,27:06.8,07-02-2022 16:27:06.84,27:06.837,68
7972,27:06.8,07-02-2022 16:27:06.91,27:06.908,71
7973,27:06.9,07-02-2022 16:27:06.98,27:06.975,67
7974,27:07.0,07-02-2022 16:27:07.04,27:07.043,68
7975,27:07.0,07-02-2022 16:27:07.11,27:07.112,69
7976,27:07.1,07-02-2022 16:27:07.18,27:07.179,67
7977,27:07.2,07-02-2022 16:27:07.25,27:07.246,67
7978,27:07.2,07-02-2022 16:27:07.31,27:07.314,68
7979,27:07.3,07-02-2022 16:27:07.38,27:07.384,70
7980,27:07.4,07-02-2022 16:27:07.45,27:07.452,68
7981,27:07.5,07-02-2022 16:27:07.52,27:07.520,68
7982,27:07.5,07-02-2022 16:27:07.59,27:07.588,68
7983,27:07.6,07-02-2022 16:27:07.66,27:07.657,69
7984,27:07.7,07-02-2022 16:27:07.72,27:07.724,67
7985,27:07.7,07-02-2022 16:27:07.79,27:07.792,68
7986,27:07.8,07-02-2022 16:27:07.86,27:07.861,69
7987,27:07.9,07-02-2022 16:27:07.93,27:07.930,69
7988,27:07.9,07-02-2022 16:27:08.00,27:07.997,67
7989,27:08.0,07-02-2022 16:27:08.07,27:08.067,70
7990,27:08.1,07-02-2022 16:27:08.13,27:08.134,67
7991,27:08.1,07-02-2022 16:27:08.20,27:08.202,67
7992,27:08.2,07-02-2022 16:27:08.27,27:08.272,70
7993,27:08.3,07-02-2022 16:27:08.34,27:08.341,69
7994,27:08.3,07-02-2022 16:27:08.41,27:08.408,67
7995,27:08.4,07-02-2022 16:27:08.48,27:08.476,68
7996,27:08.5,07-02-2022 16:27:08.54,27:08.544,68
7997,27:08.5,07-02-2022 16:27:08.61,27:08.612,68
7998,27:08.6,07-02-2022 16:27:08.68,27:08.679,67
7999,27:08.7,07-02-2022 16:27:08.75,27:08.746,67
8000,27:08.7,07-02-2022 16:27:08.89,27:08.891,145
8001,27:08.9,07-02-2022 16:27:08.96,27:08.960,69
8002,27:09.0,07-02-2022 16:27:09.03,27:09.029,69
8003,27:09.0,07-02-2022 16:27:09.10,27:09.097,68
8004,27:09.1,07-02-2022 16:27:09.17,27:09.166,69
8005,27:09.2,07-02-2022 16:27:09.23,27:09.234,68
8006,27:09.2,07-02-2022 16:27:09.30,27:09.304,70
8007,27:09.3,07-02-2022 16:27:09.37,27:09.373,69
8008,27:09.4,07-02-2022 16:27:09.44,27:09.442,69
8009,27:09.4,07-02-2022 16:27:09.51,27:09.512,70
8010,27:09.5,07-02-2022 16:27:09.58,27:09.580,68
8011,27:09.6,07-02-2022 16:27:09.65,27:09.649,69
8012,27:09.6,07-02-2022 16:27:09.72,27:09.717,68
8013,27:09.7,07-02-2022 16:27:09.78,27:09.784,67
8014,27:09.8,07-02-2022 16:27:09.86,27:09.855,71
8015,27:09.9,07-02-2022 16:27:09.92,27:09.923,68
8016,27:09.9,07-02-2022 16:27:09.99,27:09.992,69
8017,27:10.0,07-02-2022 16:27:10.06,27:10.060,68
8018,27:10.1,07-02-2022 16:27:10.13,27:10.128,68
8019,27:10.1,07-02-2022 16:27:10.20,27:10.196,68
8020,27:10.2,07-02-2022 16:27:10.26,27:10.264,68
8021,27:10.3,07-02-2022 16:27:10.33,27:10.334,70
8022,27:10.3,07-02-2022 16:27:10.40,27:10.402,68
8023,27:10.4,07-02-2022 16:27:10.47,27:10.470,68
8024,27:10.5,07-02-2022 16:27:10.54,27:10.540,70
8025,27:10.5,07-02-2022 16:27:10.61,27:10.608,68
8026,27:10.6,07-02-2022 16:27:10.68,27:10.677,69
8027,27:10.7,07-02-2022 16:27:10.75,27:10.745,68
8028,27:10.7,07-02-2022 16:27:10.81,27:10.814,69
8029,27:10.8,07-02-2022 16:27:10.88,27:10.882,68
8030,27:10.9,07-02-2022 16:27:10.95,27:10.951,69
8031,27:11.0,07-02-2022 16:27:11.02,27:11.021,70
8032,27:11.0,07-02-2022 16:27:11.09,27:11.090,69
8033,27:11.1,07-02-2022 16:27:11.16,27:11.159,69
8034,27:11.2,07-02-2022 16:27:11.23,27:11.227,68
8035,27:11.2,07-02-2022 16:27:11.30,27:11.297,70
8036,27:11.3,07-02-2022 16:27:11.37,27:11.366,69
8037,27:11.4,07-02-2022 16:27:11.44,27:11.436,70
8038,27:11.4,07-02-2022 16:27:11.50,27:11.504,68
8039,27:11.5,07-02-2022 16:27:11.57,27:11.573,69
8040,27:11.6,07-02-2022 16:27:11.64,27:11.642,69
8041,27:11.6,07-02-2022 16:27:11.71,27:11.710,68
8042,27:11.7,07-02-2022 16:27:11.78,27:11.779,69
8043,27:11.8,07-02-2022 16:27:11.85,27:11.848,69
8044,27:11.8,07-02-2022 16:27:11.92,27:11.916,68
8045,27:11.9,07-02-2022 16:27:11.99,27:11.985,68
8046,27:12.0,07-02-2022 16:27:12.06,27:12.055,70
8047,27:12.1,07-02-2022 16:27:12.13,27:12.125,70
8048,27:12.1,07-02-2022 16:27:12.20,27:12.195,70
8049,27:12.2,07-02-2022 16:27:12.26,27:12.264,69
8050,27:12.3,07-02-2022 16:27:12.33,27:12.333,69
8051,27:12.3,07-02-2022 16:27:12.40,27:12.403,70
8052,27:12.4,07-02-2022 16:27:12.47,27:12.472,69
8053,27:12.5,07-02-2022 16:27:12.54,27:12.541,69
8054,27:12.5,07-02-2022 16:27:12.62,27:12.616,75
8055,27:12.6,07-02-2022 16:27:12.69,27:12.687,71
8056,27:12.7,07-02-2022 16:27:12.76,27:12.756,69
8057,27:12.8,07-02-2022 16:27:12.82,27:12.824,68
8058,27:12.8,07-02-2022 16:27:12.89,27:12.892,68
8059,27:12.9,07-02-2022 16:27:12.96,27:12.962,70
8060,27:13.0,07-02-2022 16:27:13.03,27:13.030,68
8061,27:13.0,07-02-2022 16:27:13.10,27:13.100,70
8062,27:13.1,07-02-2022 16:27:13.17,27:13.168,68
8063,27:13.2,07-02-2022 16:27:13.24,27:13.239,71
8064,27:13.2,07-02-2022 16:27:13.31,27:13.308,69
8065,27:13.3,07-02-2022 16:27:13.38,27:13.377,69
8066,27:13.4,07-02-2022 16:27:13.45,27:13.447,70
8067,27:13.4,07-02-2022 16:27:13.52,27:13.516,69
8068,27:13.5,07-02-2022 16:27:13.59,27:13.585,69
8069,27:13.6,07-02-2022 16:27:13.66,27:13.656,70
8070,27:13.7,07-02-2022 16:27:13.73,27:13.725,69
8071,27:13.7,07-02-2022 16:27:13.79,27:13.793,68
8072,27:13.8,07-02-2022 16:27:13.86,27:13.863,70
8073,27:13.9,07-02-2022 16:27:13.93,27:13.932,69
8074,27:13.9,07-02-2022 16:27:14.00,27:14.004,72
8075,27:14.0,07-02-2022 16:27:14.07,27:14.073,69
8076,27:14.1,07-02-2022 16:27:14.14,27:14.143,70
8077,27:14.1,07-02-2022 16:27:14.21,27:14.212,69
8078,27:14.2,07-02-2022 16:27:14.28,27:14.282,70
8079,27:14.3,07-02-2022 16:27:14.35,27:14.351,69
8080,27:14.4,07-02-2022 16:27:14.42,27:14.419,68
8081,27:14.4,07-02-2022 16:27:14.49,27:14.489,69
8082,27:14.5,07-02-2022 16:27:14.56,27:14.557,68
8083,27:14.6,07-02-2022 16:27:14.63,27:14.626,69
8084,27:14.6,07-02-2022 16:27:14.70,27:14.695,69
8085,27:14.7,07-02-2022 16:27:14.76,27:14.763,68
8086,27:14.8,07-02-2022 16:27:14.84,27:14.843,80
8087,27:14.8,07-02-2022 16:27:14.91,27:14.911,68
8088,27:14.9,07-02-2022 16:27:14.98,27:14.980,69
8089,27:15.0,07-02-2022 16:27:15.05,27:15.049,69
8090,27:15.0,07-02-2022 16:27:15.12,27:15.118,69
8091,27:15.1,07-02-2022 16:27:15.19,27:15.188,70
8092,27:15.2,07-02-2022 16:27:15.26,27:15.258,70
8093,27:15.3,07-02-2022 16:27:15.33,27:15.326,68
8094,27:15.3,07-02-2022 16:27:15.39,27:15.394,68
8095,27:15.4,07-02-2022 16:27:15.46,27:15.463,69
8096,27:15.5,07-02-2022 16:27:15.53,27:15.532,69
8097,27:15.5,07-02-2022 16:27:15.60,27:15.600,68
8098,27:15.6,07-02-2022 16:27:15.67,27:15.668,68
8099,27:15.7,07-02-2022 16:27:15.74,27:15.737,69
8100,27:15.7,07-02-2022 16:27:15.87,27:15.866,129
8101,27:15.9,07-02-2022 16:27:15.93,27:15.930,64
8102,27:15.9,07-02-2022 16:27:16.00,27:15.995,65
8103,27:16.0,07-02-2022 16:27:16.06,27:16.060,65
8104,27:16.1,07-02-2022 16:27:16.13,27:16.125,65
8105,27:16.1,07-02-2022 16:27:16.20,27:16.204,79
8106,27:16.2,07-02-2022 16:27:16.27,27:16.274,70
8107,27:16.3,07-02-2022 16:27:16.34,27:16.344,70
8108,27:16.3,07-02-2022 16:27:16.41,27:16.408,64
8109,27:16.4,07-02-2022 16:27:16.47,27:16.472,64
8110,27:16.5,07-02-2022 16:27:16.54,27:16.536,64
8111,27:16.5,07-02-2022 16:27:16.60,27:16.602,66
8112,27:16.6,07-02-2022 16:27:16.67,27:16.666,64
8113,27:16.7,07-02-2022 16:27:16.73,27:16.731,65
8114,27:16.7,07-02-2022 16:27:16.80,27:16.795,64
8115,27:16.8,07-02-2022 16:27:16.86,27:16.860,65
8116,27:16.9,07-02-2022 16:27:16.93,27:16.925,65
8117,27:16.9,07-02-2022 16:27:16.99,27:16.990,65
8118,27:17.0,07-02-2022 16:27:17.06,27:17.055,65
8119,27:17.1,07-02-2022 16:27:17.12,27:17.118,63
8120,27:17.1,07-02-2022 16:27:17.18,27:17.184,66
8121,27:17.2,07-02-2022 16:27:17.25,27:17.251,67
8122,27:17.3,07-02-2022 16:27:17.32,27:17.315,64
8123,27:17.3,07-02-2022 16:27:17.38,27:17.380,65
8124,27:17.4,07-02-2022 16:27:17.45,27:17.445,65
8125,27:17.4,07-02-2022 16:27:17.51,27:17.510,65
8126,27:17.5,07-02-2022 16:27:17.58,27:17.575,65
8127,27:17.6,07-02-2022 16:27:17.64,27:17.640,65
8128,27:17.6,07-02-2022 16:27:17.71,27:17.709,69
8129,27:17.7,07-02-2022 16:27:17.78,27:17.776,67
8130,27:17.8,07-02-2022 16:27:17.84,27:17.842,66
8131,27:17.8,07-02-2022 16:27:17.91,27:17.906,64
8132,27:17.9,07-02-2022 16:27:17.97,27:17.970,64
8133,27:18.0,07-02-2022 16:27:18.03,27:18.034,64
8134,27:18.0,07-02-2022 16:27:18.10,27:18.099,65
8135,27:18.1,07-02-2022 16:27:18.16,27:18.163,64
8136,27:18.2,07-02-2022 16:27:18.23,27:18.228,65
8137,27:18.2,07-02-2022 16:27:18.29,27:18.292,64
8138,27:18.3,07-02-2022 16:27:18.36,27:18.356,64
8139,27:18.4,07-02-2022 16:27:18.42,27:18.420,64
8140,27:18.4,07-02-2022 16:27:18.49,27:18.486,66
8141,27:18.5,07-02-2022 16:27:18.55,27:18.550,64
8142,27:18.5,07-02-2022 16:27:18.62,27:18.616,66
8143,27:18.6,07-02-2022 16:27:18.68,27:18.679,63
8144,27:18.7,07-02-2022 16:27:18.74,27:18.743,64
8145,27:18.7,07-02-2022 16:27:18.81,27:18.809,66
8146,27:18.8,07-02-2022 16:27:18.88,27:18.875,66
8147,27:18.9,07-02-2022 16:27:18.94,27:18.940,65
8148,27:18.9,07-02-2022 16:27:19.01,27:19.006,66
8149,27:19.0,07-02-2022 16:27:19.07,27:19.071,65
8150,27:19.1,07-02-2022 16:27:19.14,27:19.137,66
8151,27:19.1,07-02-2022 16:27:19.20,27:19.200,63
8152,27:19.2,07-02-2022 16:27:19.27,27:19.265,65
8153,27:19.3,07-02-2022 16:27:19.33,27:19.329,64
8154,27:19.3,07-02-2022 16:27:19.40,27:19.396,67
8155,27:19.4,07-02-2022 16:27:19.46,27:19.461,65
8156,27:19.5,07-02-2022 16:27:19.54,27:19.535,74
8157,27:19.5,07-02-2022 16:27:19.60,27:19.598,63
8158,27:19.6,07-02-2022 16:27:19.66,27:19.664,66
8159,27:19.7,07-02-2022 16:27:19.73,27:19.729,65
8160,27:19.7,07-02-2022 16:27:19.79,27:19.794,65
8161,27:19.8,07-02-2022 16:27:19.87,27:19.870,76
8162,27:19.9,07-02-2022 16:27:19.94,27:19.938,68
8163,27:19.9,07-02-2022 16:27:20.01,27:20.006,68
8164,27:20.0,07-02-2022 16:27:20.07,27:20.072,66
8165,27:20.1,07-02-2022 16:27:20.14,27:20.135,63
8166,27:20.1,07-02-2022 16:27:20.20,27:20.200,65
8167,27:20.2,07-02-2022 16:27:20.27,27:20.267,67
8168,27:20.3,07-02-2022 16:27:20.33,27:20.333,66
8169,27:20.3,07-02-2022 16:27:20.40,27:20.398,65
8170,27:20.4,07-02-2022 16:27:20.46,27:20.463,65
8171,27:20.5,07-02-2022 16:27:20.53,27:20.531,68
8172,27:20.5,07-02-2022 16:27:20.60,27:20.599,68
8173,27:20.6,07-02-2022 16:27:20.67,27:20.665,66
8174,27:20.7,07-02-2022 16:27:20.73,27:20.728,63
8175,27:20.7,07-02-2022 16:27:20.79,27:20.794,66
8176,27:20.8,07-02-2022 16:27:20.86,27:20.861,67
8177,27:20.9,07-02-2022 16:27:20.92,27:20.925,64
8178,27:20.9,07-02-2022 16:27:20.99,27:20.990,65
8179,27:21.0,07-02-2022 16:27:21.05,27:21.054,64
8180,27:21.1,07-02-2022 16:27:21.12,27:21.119,65
8181,27:21.1,07-02-2022 16:27:21.18,27:21.184,65
8182,27:21.2,07-02-2022 16:27:21.25,27:21.248,64
8183,27:21.2,07-02-2022 16:27:21.31,27:21.313,65
8184,27:21.3,07-02-2022 16:27:21.38,27:21.376,63
8185,27:21.4,07-02-2022 16:27:21.44,27:21.441,65
8186,27:21.4,07-02-2022 16:27:21.51,27:21.508,67
8187,27:21.5,07-02-2022 16:27:21.57,27:21.574,66
8188,27:21.6,07-02-2022 16:27:21.64,27:21.638,64
8189,27:21.6,07-02-2022 16:27:21.70,27:21.703,65
8190,27:21.7,07-02-2022 16:27:21.77,27:21.767,64
8191,27:21.8,07-02-2022 16:27:21.83,27:21.831,64
8192,27:21.8,07-02-2022 16:27:21.90,27:21.895,64
8193,27:21.9,07-02-2022 16:27:21.96,27:21.959,64
8194,27:22.0,07-02-2022 16:27:22.02,27:22.023,64
8195,27:22.0,07-02-2022 16:27:22.09,27:22.091,68
8196,27:22.1,07-02-2022 16:27:22.16,27:22.156,65
8197,27:22.2,07-02-2022 16:27:22.22,27:22.221,65
8198,27:22.2,07-02-2022 16:27:22.28,27:22.284,63
8199,27:22.3,07-02-2022 16:27:22.35,27:22.348,64
8200,27:22.3,07-02-2022 16:27:22.48,27:22.483,135
8201,27:22.5,07-02-2022 16:27:22.55,27:22.549,66
8202,27:22.5,07-02-2022 16:27:22.62,27:22.617,68
8203,27:22.6,07-02-2022 16:27:22.69,27:22.688,71
8204,27:22.7,07-02-2022 16:27:22.76,27:22.756,68
8205,27:22.8,07-02-2022 16:27:22.82,27:22.824,68
8206,27:22.8,07-02-2022 16:27:22.89,27:22.892,68
8207,27:22.9,07-02-2022 16:27:22.96,27:22.960,68
8208,27:23.0,07-02-2022 16:27:23.03,27:23.027,67
8209,27:23.0,07-02-2022 16:27:23.10,27:23.095,68
8210,27:23.1,07-02-2022 16:27:23.16,27:23.162,67
8211,27:23.2,07-02-2022 16:27:23.23,27:23.231,69
8212,27:23.2,07-02-2022 16:27:23.30,27:23.298,67
